time (s),in (V),out (V),phi1 (V),phi2 (V),I1.nphi22 (V),I1.nphi21 (V),I1.nphi20 (V),I1.phi22 (V),I1.phi21 (V),I1.phi20 (V),I1.nphi1 (V),I1.a2 (V),I1.a1 (V),I1.a0 (V),I1.a (V),I1.bb (V)
468.6E-9,100.0E-3,-98.20E-6,313.6E-3,0.000,1.250,1.250,1.250,860.3E-9,860.9E-9,862.0E-9,852.0E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.64E-6
468.8E-9,100.0E-3,-98.18E-6,312.3E-3,0.000,1.250,1.250,1.250,860.2E-9,860.8E-9,861.9E-9,855.7E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.57E-6
469.0E-9,100.0E-3,-98.16E-6,310.5E-3,0.000,1.250,1.250,1.250,859.9E-9,860.5E-9,861.6E-9,860.6E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.50E-6
469.1E-9,100.0E-3,-98.14E-6,309.1E-3,0.000,1.250,1.250,1.250,859.8E-9,860.3E-9,861.4E-9,864.1E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.45E-6
469.2E-9,100.0E-3,-98.13E-6,307.9E-3,0.000,1.250,1.250,1.250,859.6E-9,860.2E-9,861.2E-9,867.4E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.42E-6
469.4E-9,100.0E-3,-98.11E-6,306.4E-3,0.000,1.250,1.250,1.250,859.4E-9,860.0E-9,861.0E-9,871.1E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.37E-6
469.5E-9,100.0E-3,-98.08E-6,304.7E-3,0.000,1.250,1.250,1.250,859.3E-9,859.8E-9,860.8E-9,875.6E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.31E-6
469.7E-9,100.0E-3,-98.03E-6,302.6E-3,0.000,1.250,1.250,1.250,859.0E-9,859.6E-9,860.6E-9,880.8E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.25E-6
470.0E-9,100.0E-3,-97.97E-6,300.2E-3,0.000,1.250,1.250,1.250,858.8E-9,859.3E-9,860.3E-9,886.8E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.16E-6
470.3E-9,100.0E-3,-97.88E-6,297.4E-3,0.000,1.250,1.250,1.250,858.5E-9,859.0E-9,860.0E-9,893.9E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.06E-6
470.6E-9,100.0E-3,-97.75E-6,293.9E-3,0.000,1.250,1.250,1.250,858.2E-9,858.7E-9,859.6E-9,902.4E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.93E-6
471.0E-9,100.0E-3,-97.59E-6,289.7E-3,0.000,1.250,1.250,1.250,857.9E-9,858.3E-9,859.2E-9,912.4E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.79E-6
471.5E-9,100.0E-3,-97.38E-6,284.6E-3,0.000,1.250,1.250,1.250,857.5E-9,857.9E-9,858.7E-9,924.3E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.63E-6
472.2E-9,100.0E-3,-97.10E-6,278.3E-3,0.000,1.250,1.250,1.250,857.0E-9,857.4E-9,858.2E-9,938.4E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.46E-6
472.9E-9,100.0E-3,-96.74E-6,270.6E-3,0.000,1.250,1.250,1.250,856.5E-9,856.8E-9,857.5E-9,955.2E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.30E-6
473.9E-9,100.0E-3,-96.26E-6,260.8E-3,0.000,1.250,1.250,1.250,855.8E-9,856.1E-9,856.6E-9,975.2E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.18E-6
475.2E-9,100.0E-3,-95.62E-6,248.4E-3,0.000,1.250,1.250,1.250,855.0E-9,855.2E-9,855.6E-9,999.1E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.15E-6
476.8E-9,100.0E-3,-94.73E-6,232.1E-3,0.000,1.250,1.250,1.250,854.0E-9,854.1E-9,854.3E-9,1.028,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.31E-6
479.0E-9,100.0E-3,-93.48E-6,210.2E-3,0.000,1.250,1.250,1.250,852.7E-9,852.7E-9,852.7E-9,1.063,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-43.86E-6
480.8E-9,100.0E-3,-92.42E-6,192.3E-3,0.000,1.250,1.250,1.250,851.7E-9,851.6E-9,851.5E-9,1.088,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.59E-6
484.0E-9,100.0E-3,-90.48E-6,159.9E-3,0.000,1.250,1.250,1.250,850.0E-9,849.8E-9,849.4E-9,1.127,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-46.55E-6
487.2E-9,100.0E-3,-88.54E-6,128.2E-3,0.000,1.250,1.250,1.250,848.5E-9,848.2E-9,847.5E-9,1.157,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-49.15E-6
490.3E-9,100.0E-3,-86.56E-6,96.68E-3,0.000,1.250,1.250,1.250,847.3E-9,846.8E-9,846.0E-9,1.180,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-52.30E-6
494.8E-9,100.0E-3,-83.71E-6,52.48E-3,0.000,1.250,1.250,1.250,845.9E-9,845.4E-9,844.3E-9,1.204,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-57.37E-6
497.4E-9,100.0E-3,-81.97E-6,26.24E-3,0.000,1.250,1.250,1.250,845.3E-9,844.8E-9,843.6E-9,1.215,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-60.63E-6
500.0E-9,100.0E-3,-80.19E-6,0.000,0.000,1.250,1.250,1.250,844.9E-9,844.3E-9,843.0E-9,1.223,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-64.00E-6
500.1E-9,100.0E-3,-79.77E-6,0.000,672.5E-6,1.250,1.250,1.250,313.5E-6,313.5E-6,313.5E-6,1.223,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-63.59E-6
500.1E-9,100.0E-3,-79.40E-6,0.000,1.312E-3,1.250,1.250,1.250,516.7E-6,516.7E-6,516.7E-6,1.223,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-63.25E-6
500.2E-9,100.0E-3,-78.95E-6,0.000,2.220E-3,1.251,1.251,1.251,665.4E-6,665.4E-6,665.4E-6,1.223,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-62.82E-6
500.3E-9,100.0E-3,-78.68E-6,0.000,2.813E-3,1.251,1.251,1.251,703.0E-6,703.0E-6,703.0E-6,1.224,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-62.58E-6
500.3E-9,100.0E-3,-78.44E-6,0.000,3.389E-3,1.251,1.251,1.251,715.2E-6,715.2E-6,715.2E-6,1.224,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-62.36E-6
500.4E-9,100.0E-3,-78.19E-6,0.000,4.013E-3,1.251,1.251,1.251,715.3E-6,715.3E-6,715.3E-6,1.224,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-62.13E-6
500.5E-9,100.0E-3,-77.92E-6,0.000,4.732E-3,1.251,1.251,1.251,707.8E-6,707.8E-6,707.8E-6,1.224,99.98E-3,100.0E-3,100.0E-3,100.0E-3,-61.89E-6
500.6E-9,100.0E-3,-77.59E-6,0.000,5.649E-3,1.251,1.251,1.251,694.1E-6,694.1E-6,694.1E-6,1.224,99.98E-3,100.0E-3,100.0E-3,100.0E-3,-61.59E-6
500.7E-9,100.0E-3,-77.18E-6,0.000,6.885E-3,1.251,1.251,1.251,673.6E-6,673.6E-6,673.6E-6,1.225,99.98E-3,100.0E-3,100.0E-3,100.0E-3,-61.21E-6
500.9E-9,100.0E-3,-76.62E-6,0.000,8.663E-3,1.251,1.251,1.251,644.4E-6,644.4E-6,644.4E-6,1.225,99.98E-3,100.0E-3,100.0E-3,100.0E-3,-60.70E-6
501.1E-9,100.0E-3,-75.84E-6,0.000,11.48E-3,1.251,1.251,1.251,601.0E-6,601.0E-6,601.0E-6,1.226,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-59.98E-6
501.6E-9,100.0E-3,-74.87E-6,0.000,15.57E-3,1.251,1.251,1.251,543.7E-6,543.7E-6,543.7E-6,1.227,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-59.07E-6
502.0E-9,100.0E-3,-74.00E-6,0.000,19.96E-3,1.251,1.251,1.251,488.4E-6,488.4E-6,488.4E-6,1.228,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-58.24E-6
502.5E-9,100.0E-3,-73.22E-6,0.000,24.67E-3,1.251,1.251,1.251,435.5E-6,435.5E-6,435.5E-6,1.229,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-57.49E-6
503.0E-9,100.0E-3,-72.50E-6,0.000,29.82E-3,1.251,1.251,1.251,384.5E-6,384.5E-6,384.5E-6,1.231,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-56.79E-6
503.5E-9,100.0E-3,-71.83E-6,0.000,35.50E-3,1.251,1.251,1.251,335.3E-6,335.3E-6,335.3E-6,1.232,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-56.13E-6
504.2E-9,100.0E-3,-71.19E-6,0.000,41.92E-3,1.251,1.251,1.251,287.6E-6,287.6E-6,287.6E-6,1.233,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-55.50E-6
504.9E-9,100.0E-3,-70.54E-6,0.000,49.32E-3,1.251,1.251,1.251,241.4E-6,241.4E-6,241.4E-6,1.234,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.89E-6
505.8E-9,100.0E-3,-69.87E-6,0.000,58.05E-3,1.251,1.251,1.251,196.8E-6,196.8E-6,196.8E-6,1.236,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.31E-6
506.9E-9,100.0E-3,-69.16E-6,0.000,68.63E-3,1.251,1.251,1.251,154.3E-6,154.3E-6,154.3E-6,1.237,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-53.78E-6
508.2E-9,100.0E-3,-68.39E-6,0.000,81.94E-3,1.251,1.251,1.251,114.3E-6,114.3E-6,114.3E-6,1.239,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-53.42E-6
510.0E-9,100.0E-3,-67.59E-6,0.000,99.79E-3,1.251,1.251,1.251,77.06E-6,77.06E-6,77.06E-6,1.241,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-53.59E-6
512.4E-9,100.0E-3,-67.13E-6,0.000,123.6E-3,1.251,1.251,1.251,45.11E-6,45.11E-6,45.11E-6,1.243,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-55.63E-6
515.1E-9,100.0E-3,-68.05E-6,0.000,150.7E-3,1.251,1.251,1.251,20.49E-6,20.49E-6,20.49E-6,1.245,99.98E-3,99.99E-3,100.0E-3,99.99E-3,-62.40E-6
518.1E-9,100.0E-3,-72.69E-6,0.000,181.3E-3,1.251,1.251,1.251,-7.237E-6,-7.237E-6,-7.238E-6,1.246,99.96E-3,99.98E-3,99.98E-3,99.96E-3,-81.16E-6
521.5E-9,100.0E-3,-86.76E-6,0.000,214.8E-3,1.251,1.251,1.251,-62.99E-6,-62.99E-6,-62.99E-6,1.247,99.92E-3,99.93E-3,99.93E-3,99.86E-3,-129.8E-6
524.6E-9,100.0E-3,-116.4E-6,0.000,245.7E-3,1.250,1.250,1.250,-167.8E-6,-167.8E-6,-167.8E-6,1.248,99.82E-3,99.83E-3,99.84E-3,99.68E-3,-227.1E-6
527.4E-9,100.0E-3,-170.2E-6,0.000,273.9E-3,1.250,1.250,1.250,-356.8E-6,-356.8E-6,-356.8E-6,1.249,99.65E-3,99.66E-3,99.66E-3,99.35E-3,-400.2E-6
529.6E-9,100.0E-3,-243.4E-6,0.000,296.1E-3,1.250,1.250,1.250,-617.4E-6,-617.4E-6,-617.4E-6,1.249,99.41E-3,99.42E-3,99.43E-3,98.91E-3,-633.7E-6
531.4E-9,100.0E-3,-335.3E-6,0.000,314.5E-3,1.249,1.249,1.249,-956.0E-6,-956.0E-6,-956.0E-6,1.249,99.12E-3,99.13E-3,99.14E-3,98.35E-3,-926.1E-6
533.0E-9,100.0E-3,-441.5E-6,0.000,329.6E-3,1.248,1.248,1.248,-1.360E-3,-1.360E-3,-1.360E-3,1.249,98.78E-3,98.79E-3,98.80E-3,97.71E-3,-1.265E-3
534.3E-9,100.0E-3,-567.4E-6,0.000,343.2E-3,1.247,1.247,1.247,-1.845E-3,-1.845E-3,-1.845E-3,1.249,98.38E-3,98.39E-3,98.40E-3,96.94E-3,-1.667E-3
535.7E-9,100.0E-3,-729.6E-6,0.000,356.6E-3,1.246,1.246,1.246,-2.475E-3,-2.475E-3,-2.475E-3,1.249,97.86E-3,97.87E-3,97.87E-3,95.95E-3,-2.190E-3
536.9E-9,100.0E-3,-924.3E-6,0.000,369.3E-3,1.245,1.245,1.245,-3.239E-3,-3.239E-3,-3.239E-3,1.249,97.22E-3,97.23E-3,97.24E-3,94.74E-3,-2.824E-3
538.1E-9,100.0E-3,-1.152E-3,0.000,381.3E-3,1.243,1.243,1.243,-4.143E-3,-4.143E-3,-4.143E-3,1.250,96.47E-3,96.48E-3,96.49E-3,93.31E-3,-3.574E-3
539.3E-9,100.0E-3,-1.418E-3,0.000,392.8E-3,1.241,1.241,1.241,-5.214E-3,-5.214E-3,-5.214E-3,1.250,95.58E-3,95.59E-3,95.60E-3,91.61E-3,-4.463E-3
540.4E-9,100.0E-3,-1.731E-3,0.000,404.1E-3,1.238,1.238,1.238,-6.501E-3,-6.501E-3,-6.501E-3,1.250,94.51E-3,94.53E-3,94.53E-3,89.56E-3,-5.531E-3
541.5E-9,100.0E-3,-2.102E-3,0.000,415.5E-3,1.235,1.235,1.235,-8.059E-3,-8.059E-3,-8.059E-3,1.250,93.22E-3,93.23E-3,93.24E-3,87.07E-3,-6.824E-3
542.7E-9,100.0E-3,-2.536E-3,0.000,426.9E-3,1.231,1.231,1.231,-9.935E-3,-9.935E-3,-9.935E-3,1.250,91.67E-3,91.68E-3,91.69E-3,84.08E-3,-8.374E-3
543.8E-9,100.0E-3,-3.030E-3,0.000,438.4E-3,1.226,1.226,1.226,-12.17E-3,-12.17E-3,-12.17E-3,1.250,89.84E-3,89.85E-3,89.86E-3,80.53E-3,-10.20E-3
545.0E-9,100.0E-3,-3.575E-3,0.000,449.8E-3,1.221,1.221,1.221,-14.81E-3,-14.81E-3,-14.81E-3,1.250,87.73E-3,87.75E-3,87.75E-3,76.42E-3,-12.31E-3
546.1E-9,100.0E-3,-4.152E-3,0.000,461.1E-3,1.214,1.214,1.214,-17.88E-3,-17.88E-3,-17.88E-3,1.250,85.37E-3,85.38E-3,85.39E-3,71.77E-3,-14.68E-3
547.2E-9,100.0E-3,-4.729E-3,0.000,472.1E-3,1.206,1.206,1.206,-21.39E-3,-21.39E-3,-21.39E-3,1.250,82.82E-3,82.83E-3,82.84E-3,66.73E-3,-17.22E-3
548.3E-9,100.0E-3,-5.268E-3,0.000,482.6E-3,1.197,1.197,1.197,-25.31E-3,-25.31E-3,-25.31E-3,1.250,80.20E-3,80.22E-3,80.22E-3,61.49E-3,-19.84E-3
549.2E-9,100.0E-3,-5.735E-3,0.000,492.5E-3,1.188,1.188,1.188,-29.61E-3,-29.61E-3,-29.61E-3,1.250,77.64E-3,77.65E-3,77.66E-3,56.30E-3,-22.41E-3
550.2E-9,100.0E-3,-6.112E-3,0.000,501.6E-3,1.177,1.177,1.177,-34.24E-3,-34.24E-3,-34.24E-3,1.250,75.22E-3,75.23E-3,75.24E-3,51.36E-3,-24.83E-3
551.0E-9,100.0E-3,-6.394E-3,0.000,509.9E-3,1.166,1.166,1.166,-39.18E-3,-39.18E-3,-39.18E-3,1.250,73.01E-3,73.03E-3,73.04E-3,46.79E-3,-27.03E-3
551.8E-9,100.0E-3,-6.589E-3,0.000,517.5E-3,1.155,1.155,1.155,-44.40E-3,-44.40E-3,-44.40E-3,1.250,71.06E-3,71.07E-3,71.08E-3,42.69E-3,-28.99E-3
552.4E-9,100.0E-3,-6.711E-3,0.000,524.3E-3,1.143,1.143,1.143,-49.91E-3,-49.91E-3,-49.91E-3,1.250,69.35E-3,69.36E-3,69.37E-3,39.06E-3,-30.70E-3
553.0E-9,100.0E-3,-6.775E-3,0.000,530.5E-3,1.131,1.131,1.131,-55.73E-3,-55.73E-3,-55.73E-3,1.250,67.87E-3,67.88E-3,67.89E-3,35.88E-3,-32.18E-3
553.6E-9,100.0E-3,-6.797E-3,0.000,536.0E-3,1.119,1.119,1.119,-61.88E-3,-61.88E-3,-61.88E-3,1.250,66.59E-3,66.60E-3,66.61E-3,33.11E-3,-33.46E-3
554.1E-9,100.0E-3,-6.788E-3,0.000,541.0E-3,1.107,1.107,1.107,-68.43E-3,-68.43E-3,-68.43E-3,1.250,65.49E-3,65.50E-3,65.51E-3,30.70E-3,-34.55E-3
554.6E-9,100.0E-3,-6.757E-3,0.000,545.5E-3,1.094,1.094,1.094,-75.42E-3,-75.42E-3,-75.42E-3,1.250,64.55E-3,64.56E-3,64.57E-3,28.60E-3,-35.50E-3
555.0E-9,100.0E-3,-6.711E-3,0.000,549.6E-3,1.081,1.081,1.081,-82.94E-3,-82.94E-3,-82.94E-3,1.250,63.73E-3,63.74E-3,63.75E-3,26.76E-3,-36.32E-3
555.3E-9,100.0E-3,-6.657E-3,0.000,553.3E-3,1.067,1.067,1.067,-91.01E-3,-91.01E-3,-91.01E-3,1.250,63.02E-3,63.03E-3,63.04E-3,25.16E-3,-37.03E-3
555.7E-9,100.0E-3,-6.598E-3,0.000,556.7E-3,1.053,1.053,1.053,-99.68E-3,-99.68E-3,-99.68E-3,1.250,62.41E-3,62.42E-3,62.43E-3,23.78E-3,-37.64E-3
556.0E-9,100.0E-3,-6.539E-3,0.000,559.7E-3,1.039,1.039,1.039,-108.9E-3,-108.9E-3,-108.9E-3,1.250,61.89E-3,61.90E-3,61.91E-3,22.58E-3,-38.16E-3
556.2E-9,100.0E-3,-6.480E-3,0.000,562.3E-3,1.025,1.025,1.025,-118.7E-3,-118.7E-3,-118.7E-3,1.250,61.44E-3,61.46E-3,61.47E-3,21.56E-3,-38.60E-3
556.5E-9,100.0E-3,-6.425E-3,0.000,564.7E-3,1.010,1.010,1.010,-129.2E-3,-129.2E-3,-129.2E-3,1.250,61.06E-3,61.08E-3,61.08E-3,20.67E-3,-38.98E-3
556.7E-9,100.0E-3,-6.373E-3,0.000,566.8E-3,994.5E-3,994.5E-3,994.5E-3,-140.3E-3,-140.3E-3,-140.3E-3,1.250,60.74E-3,60.75E-3,60.76E-3,19.91E-3,-39.31E-3
556.9E-9,100.0E-3,-6.324E-3,0.000,568.6E-3,978.7E-3,978.7E-3,978.7E-3,-152.3E-3,-152.3E-3,-152.3E-3,1.250,60.45E-3,60.46E-3,60.47E-3,19.24E-3,-39.60E-3
557.0E-9,100.0E-3,-6.279E-3,0.000,570.4E-3,962.1E-3,962.1E-3,962.1E-3,-165.3E-3,-165.3E-3,-165.3E-3,1.250,60.20E-3,60.21E-3,60.22E-3,18.65E-3,-39.85E-3
557.2E-9,100.0E-3,-6.236E-3,0.000,571.9E-3,944.2E-3,944.2E-3,944.2E-3,-179.7E-3,-179.7E-3,-179.7E-3,1.250,59.97E-3,59.98E-3,59.99E-3,18.11E-3,-40.08E-3
557.3E-9,100.0E-3,-6.194E-3,0.000,573.4E-3,924.5E-3,924.5E-3,924.5E-3,-195.9E-3,-195.9E-3,-195.9E-3,1.250,59.76E-3,59.77E-3,59.78E-3,17.61E-3,-40.29E-3
557.5E-9,100.0E-3,-6.151E-3,0.000,574.9E-3,901.9E-3,901.9E-3,901.9E-3,-214.7E-3,-214.7E-3,-214.7E-3,1.250,59.55E-3,59.57E-3,59.57E-3,17.12E-3,-40.49E-3
557.6E-9,100.0E-3,-6.107E-3,0.000,576.5E-3,874.9E-3,874.9E-3,874.9E-3,-237.5E-3,-237.5E-3,-237.5E-3,1.250,59.35E-3,59.36E-3,59.37E-3,16.64E-3,-40.70E-3
557.8E-9,100.0E-3,-6.058E-3,0.000,578.1E-3,840.7E-3,840.7E-3,840.7E-3,-266.4E-3,-266.4E-3,-266.4E-3,1.250,59.13E-3,59.14E-3,59.15E-3,16.12E-3,-40.92E-3
558.0E-9,100.0E-3,-6.000E-3,0.000,580.1E-3,793.0E-3,793.0E-3,793.0E-3,-306.6E-3,-306.6E-3,-306.6E-3,1.250,58.88E-3,58.89E-3,58.90E-3,15.51E-3,-41.17E-3
558.3E-9,100.0E-3,-5.908E-3,0.000,583.1E-3,703.2E-3,703.2E-3,703.2E-3,-378.9E-3,-378.9E-3,-378.9E-3,1.250,58.51E-3,58.52E-3,58.52E-3,14.62E-3,-41.54E-3
558.5E-9,100.0E-3,-5.863E-3,0.000,584.6E-3,652.4E-3,652.4E-3,652.4E-3,-417.5E-3,-417.5E-3,-417.5E-3,1.250,58.34E-3,58.35E-3,58.35E-3,14.21E-3,-41.71E-3
558.6E-9,100.0E-3,-5.828E-3,0.000,585.7E-3,610.4E-3,610.4E-3,610.4E-3,-447.5E-3,-447.5E-3,-447.5E-3,1.250,58.21E-3,58.22E-3,58.22E-3,13.90E-3,-41.84E-3
558.6E-9,100.0E-3,-5.803E-3,0.000,586.5E-3,580.3E-3,580.3E-3,580.3E-3,-467.3E-3,-467.3E-3,-467.3E-3,1.250,58.12E-3,58.13E-3,58.14E-3,13.69E-3,-41.92E-3
558.7E-9,100.0E-3,-5.778E-3,0.000,587.3E-3,549.9E-3,549.9E-3,549.9E-3,-484.7E-3,-484.7E-3,-484.7E-3,1.250,58.03E-3,58.04E-3,58.05E-3,13.48E-3,-42.01E-3
558.8E-9,100.0E-3,-5.755E-3,0.000,587.9E-3,525.6E-3,525.6E-3,525.6E-3,-496.0E-3,-496.0E-3,-496.0E-3,1.250,57.96E-3,57.97E-3,57.98E-3,13.30E-3,-42.08E-3
558.9E-9,100.0E-3,-5.733E-3,0.000,588.6E-3,502.9E-3,502.9E-3,502.9E-3,-503.7E-3,-503.7E-3,-503.7E-3,1.250,57.89E-3,57.90E-3,57.90E-3,13.12E-3,-42.15E-3
559.0E-9,100.0E-3,-5.699E-3,0.000,589.6E-3,471.3E-3,471.3E-3,471.3E-3,-510.1E-3,-510.1E-3,-510.1E-3,1.250,57.79E-3,57.80E-3,57.80E-3,12.87E-3,-42.25E-3
559.0E-9,100.0E-3,-5.671E-3,0.000,590.4E-3,445.2E-3,445.2E-3,445.2E-3,-512.8E-3,-512.8E-3,-512.8E-3,1.250,57.71E-3,57.72E-3,57.72E-3,12.66E-3,-42.34E-3
559.1E-9,100.0E-3,-5.646E-3,0.000,591.1E-3,422.9E-3,422.9E-3,422.9E-3,-514.2E-3,-514.2E-3,-514.2E-3,1.250,57.64E-3,57.65E-3,57.65E-3,12.49E-3,-42.41E-3
559.2E-9,100.0E-3,-5.620E-3,0.000,591.9E-3,398.3E-3,398.3E-3,398.3E-3,-515.4E-3,-515.4E-3,-515.4E-3,1.250,57.56E-3,57.57E-3,57.58E-3,12.30E-3,-42.48E-3
559.3E-9,100.0E-3,-5.589E-3,0.000,592.8E-3,367.6E-3,367.6E-3,367.6E-3,-516.6E-3,-516.6E-3,-516.6E-3,1.250,57.47E-3,57.48E-3,57.49E-3,12.08E-3,-42.57E-3
559.4E-9,100.0E-3,-5.543E-3,0.000,594.1E-3,321.6E-3,321.6E-3,321.6E-3,-518.1E-3,-518.1E-3,-518.1E-3,1.250,57.35E-3,57.36E-3,57.36E-3,11.77E-3,-42.69E-3
559.6E-9,100.0E-3,-5.487E-3,0.000,595.7E-3,261.8E-3,261.8E-3,261.8E-3,-519.5E-3,-519.5E-3,-519.5E-3,1.250,57.20E-3,57.21E-3,57.21E-3,11.38E-3,-42.85E-3
559.7E-9,100.0E-3,-5.452E-3,0.000,596.7E-3,224.6E-3,224.6E-3,224.6E-3,-519.6E-3,-519.6E-3,-519.6E-3,1.250,57.11E-3,57.12E-3,57.12E-3,11.15E-3,-42.94E-3
559.8E-9,100.0E-3,-5.414E-3,0.000,597.8E-3,186.2E-3,186.2E-3,186.2E-3,-518.3E-3,-518.3E-3,-518.3E-3,1.250,57.01E-3,57.02E-3,57.03E-3,10.91E-3,-43.03E-3
559.9E-9,100.0E-3,-5.387E-3,0.000,598.6E-3,161.1E-3,161.1E-3,161.1E-3,-515.3E-3,-515.3E-3,-515.3E-3,1.250,56.94E-3,56.95E-3,56.96E-3,10.73E-3,-43.10E-3
559.9E-9,100.0E-3,-5.364E-3,0.000,599.3E-3,144.3E-3,144.3E-3,144.3E-3,-511.4E-3,-511.4E-3,-511.4E-3,1.250,56.89E-3,56.90E-3,56.91E-3,10.59E-3,-43.15E-3
560.0E-9,100.0E-3,-5.343E-3,0.000,599.9E-3,131.3E-3,131.3E-3,131.3E-3,-506.4E-3,-506.4E-3,-506.4E-3,1.250,56.84E-3,56.85E-3,56.86E-3,10.46E-3,-43.20E-3
560.0E-9,100.0E-3,-5.322E-3,0.000,600.5E-3,121.1E-3,121.1E-3,121.1E-3,-500.4E-3,-500.4E-3,-500.4E-3,1.250,56.79E-3,56.80E-3,56.81E-3,10.33E-3,-43.25E-3
560.1E-9,100.0E-3,-5.303E-3,0.000,601.0E-3,114.1E-3,114.1E-3,114.1E-3,-494.7E-3,-494.7E-3,-494.7E-3,1.250,56.75E-3,56.76E-3,56.76E-3,10.22E-3,-43.30E-3
560.2E-9,100.0E-3,-5.283E-3,0.000,601.6E-3,108.3E-3,108.3E-3,108.3E-3,-488.1E-3,-488.1E-3,-488.1E-3,1.250,56.70E-3,56.71E-3,56.72E-3,10.10E-3,-43.34E-3
560.2E-9,100.0E-3,-5.258E-3,0.000,602.3E-3,102.6E-3,102.6E-3,102.6E-3,-479.3E-3,-479.3E-3,-479.3E-3,1.250,56.65E-3,56.66E-3,56.66E-3,9.953E-3,-43.40E-3
560.3E-9,100.0E-3,-5.219E-3,0.000,603.4E-3,96.56E-3,96.56E-3,96.56E-3,-465.4E-3,-465.4E-3,-465.4E-3,1.250,56.56E-3,56.57E-3,56.58E-3,9.727E-3,-43.48E-3
560.4E-9,100.0E-3,-5.182E-3,0.000,604.5E-3,92.70E-3,92.70E-3,92.70E-3,-451.9E-3,-451.9E-3,-451.9E-3,1.250,56.48E-3,56.49E-3,56.50E-3,9.514E-3,-43.57E-3
560.5E-9,100.0E-3,-5.148E-3,0.000,605.5E-3,90.08E-3,90.08E-3,90.08E-3,-439.2E-3,-439.2E-3,-439.2E-3,1.250,56.41E-3,56.42E-3,56.42E-3,9.318E-3,-43.64E-3
560.7E-9,100.0E-3,-5.113E-3,0.000,606.5E-3,87.95E-3,87.95E-3,87.95E-3,-426.0E-3,-426.0E-3,-426.0E-3,1.250,56.33E-3,56.34E-3,56.35E-3,9.119E-3,-43.71E-3
560.8E-9,100.0E-3,-5.075E-3,0.000,607.7E-3,85.98E-3,85.98E-3,85.98E-3,-411.5E-3,-411.5E-3,-411.5E-3,1.250,56.25E-3,56.26E-3,56.27E-3,8.906E-3,-43.80E-3
560.9E-9,100.0E-3,-5.030E-3,0.000,609.0E-3,83.93E-3,83.93E-3,83.93E-3,-393.8E-3,-393.8E-3,-393.8E-3,1.250,56.16E-3,56.17E-3,56.17E-3,8.658E-3,-43.89E-3
561.1E-9,100.0E-3,-4.973E-3,0.000,610.7E-3,81.62E-3,81.62E-3,81.62E-3,-370.0E-3,-370.0E-3,-370.0E-3,1.250,56.04E-3,56.05E-3,56.06E-3,8.351E-3,-44.00E-3
