time (s),in (V),out (V),phi1 (V),phi2 (V),I1.nphi22 (V),I1.nphi21 (V),I1.nphi20 (V),I1.phi22 (V),I1.phi21 (V),I1.phi20 (V),I1.nphi1 (V),I1.a2 (V),I1.a1 (V),I1.a0 (V),I1.a (V),I1.bb (V)
118.1E-9,100.0E-3,9.324E-3,1.000,0.000,1.250,1.250,1.250,1.117E-6,971.6E-9,910.3E-9,477.1E-3,96.81E-3,98.51E-3,99.28E-3,99.28E-3,21.54E-3
118.2E-9,100.0E-3,9.317E-3,1.000,0.000,1.250,1.250,1.250,1.117E-6,971.5E-9,910.3E-9,475.8E-3,96.82E-3,98.51E-3,99.28E-3,99.28E-3,21.52E-3
118.2E-9,100.0E-3,9.310E-3,1.000,0.000,1.250,1.250,1.250,1.116E-6,971.5E-9,910.2E-9,474.5E-3,96.82E-3,98.51E-3,99.28E-3,99.28E-3,21.51E-3
118.3E-9,100.0E-3,9.304E-3,1.000,0.000,1.250,1.250,1.250,1.116E-6,971.4E-9,910.2E-9,473.3E-3,96.82E-3,98.51E-3,99.28E-3,99.28E-3,21.50E-3
118.3E-9,100.0E-3,9.297E-3,1.000,0.000,1.250,1.250,1.250,1.116E-6,971.3E-9,910.1E-9,472.0E-3,96.82E-3,98.51E-3,99.28E-3,99.28E-3,21.48E-3
118.3E-9,100.0E-3,9.289E-3,1.000,0.000,1.250,1.250,1.250,1.116E-6,971.2E-9,910.0E-9,470.4E-3,96.82E-3,98.51E-3,99.28E-3,99.28E-3,21.47E-3
118.4E-9,100.0E-3,9.280E-3,1.000,0.000,1.250,1.250,1.250,1.115E-6,971.1E-9,909.9E-9,468.4E-3,96.83E-3,98.51E-3,99.28E-3,99.28E-3,21.45E-3
118.5E-9,100.0E-3,9.269E-3,1.000,0.000,1.250,1.250,1.250,1.115E-6,971.0E-9,909.8E-9,466.1E-3,96.83E-3,98.51E-3,99.28E-3,99.28E-3,21.42E-3
118.6E-9,100.0E-3,9.256E-3,1.000,0.000,1.250,1.250,1.250,1.115E-6,970.8E-9,909.7E-9,463.1E-3,96.83E-3,98.52E-3,99.28E-3,99.28E-3,21.40E-3
118.7E-9,100.0E-3,9.240E-3,1.000,0.000,1.250,1.250,1.250,1.114E-6,970.5E-9,909.5E-9,459.5E-3,96.84E-3,98.52E-3,99.28E-3,99.28E-3,21.36E-3
118.8E-9,100.0E-3,9.221E-3,1.000,0.000,1.250,1.250,1.250,1.114E-6,970.3E-9,909.3E-9,455.1E-3,96.84E-3,98.52E-3,99.28E-3,99.28E-3,21.33E-3
118.9E-9,100.0E-3,9.199E-3,1.000,0.000,1.250,1.250,1.250,1.113E-6,970.0E-9,909.1E-9,449.6E-3,96.85E-3,98.52E-3,99.28E-3,99.28E-3,21.28E-3
119.1E-9,100.0E-3,9.173E-3,1.000,0.000,1.250,1.250,1.250,1.112E-6,969.7E-9,908.8E-9,442.8E-3,96.86E-3,98.53E-3,99.28E-3,99.28E-3,21.23E-3
119.3E-9,100.0E-3,9.142E-3,1.000,0.000,1.250,1.250,1.250,1.111E-6,969.3E-9,908.6E-9,434.4E-3,96.86E-3,98.53E-3,99.29E-3,99.29E-3,21.16E-3
119.5E-9,100.0E-3,9.105E-3,1.000,0.000,1.250,1.250,1.250,1.110E-6,968.9E-9,908.3E-9,423.9E-3,96.87E-3,98.53E-3,99.29E-3,99.29E-3,21.08E-3
119.8E-9,100.0E-3,9.060E-3,1.000,0.000,1.250,1.250,1.250,1.109E-6,968.5E-9,908.0E-9,410.4E-3,96.89E-3,98.54E-3,99.29E-3,99.29E-3,20.99E-3
120.2E-9,100.0E-3,9.001E-3,1.000,0.000,1.250,1.250,1.250,1.108E-6,968.0E-9,907.7E-9,392.2E-3,96.90E-3,98.55E-3,99.29E-3,99.29E-3,20.87E-3
120.8E-9,100.0E-3,8.912E-3,1.000,0.000,1.250,1.250,1.250,1.106E-6,967.4E-9,907.5E-9,363.6E-3,96.93E-3,98.56E-3,99.30E-3,99.30E-3,20.68E-3
121.5E-9,100.0E-3,8.806E-3,1.000,0.000,1.250,1.250,1.250,1.104E-6,967.2E-9,907.6E-9,331.2E-3,96.96E-3,98.57E-3,99.31E-3,99.31E-3,20.46E-3
122.2E-9,100.0E-3,8.702E-3,1.000,0.000,1.250,1.250,1.250,1.102E-6,967.0E-9,907.9E-9,301.9E-3,96.98E-3,98.59E-3,99.31E-3,99.31E-3,20.24E-3
123.0E-9,100.0E-3,8.576E-3,1.000,0.000,1.250,1.250,1.250,1.100E-6,966.8E-9,908.2E-9,270.1E-3,97.02E-3,98.60E-3,99.32E-3,99.32E-3,19.98E-3
123.8E-9,100.0E-3,8.470E-3,1.000,0.000,1.250,1.250,1.250,1.098E-6,966.4E-9,908.2E-9,246.3E-3,97.05E-3,98.62E-3,99.33E-3,99.33E-3,19.76E-3
124.6E-9,100.0E-3,8.351E-3,1.000,0.000,1.250,1.250,1.250,1.096E-6,965.8E-9,908.1E-9,222.5E-3,97.08E-3,98.63E-3,99.34E-3,99.34E-3,19.51E-3
125.6E-9,100.0E-3,8.205E-3,1.000,0.000,1.250,1.250,1.250,1.093E-6,964.8E-9,907.8E-9,196.6E-3,97.12E-3,98.65E-3,99.35E-3,99.35E-3,19.20E-3
127.1E-9,100.0E-3,8.006E-3,1.000,0.000,1.250,1.250,1.250,1.089E-6,963.3E-9,907.1E-9,165.8E-3,97.18E-3,98.68E-3,99.36E-3,99.36E-3,18.79E-3
128.7E-9,100.0E-3,7.786E-3,1.000,0.000,1.250,1.250,1.250,1.084E-6,961.4E-9,906.2E-9,137.0E-3,97.24E-3,98.71E-3,99.37E-3,99.37E-3,18.32E-3
130.5E-9,100.0E-3,7.546E-3,1.000,0.000,1.250,1.250,1.250,1.079E-6,959.2E-9,905.1E-9,110.9E-3,97.31E-3,98.74E-3,99.39E-3,99.39E-3,17.82E-3
131.5E-9,100.0E-3,7.407E-3,1.000,0.000,1.250,1.250,1.250,1.076E-6,957.9E-9,904.4E-9,97.69E-3,97.35E-3,98.76E-3,99.40E-3,99.40E-3,17.53E-3
132.3E-9,100.0E-3,7.309E-3,1.000,0.000,1.250,1.250,1.250,1.074E-6,956.9E-9,903.9E-9,89.39E-3,97.38E-3,98.77E-3,99.40E-3,99.40E-3,17.32E-3
133.8E-9,100.0E-3,7.119E-3,1.000,0.000,1.250,1.250,1.250,1.070E-6,955.1E-9,902.9E-9,74.81E-3,97.43E-3,98.80E-3,99.42E-3,99.42E-3,16.92E-3
134.6E-9,100.0E-3,7.019E-3,1.000,0.000,1.250,1.250,1.250,1.068E-6,954.1E-9,902.4E-9,68.04E-3,97.46E-3,98.81E-3,99.42E-3,99.42E-3,16.71E-3
136.2E-9,100.0E-3,6.823E-3,1.000,0.000,1.250,1.250,1.250,1.064E-6,952.1E-9,901.4E-9,56.26E-3,97.52E-3,98.84E-3,99.44E-3,99.44E-3,16.29E-3
137.1E-9,100.0E-3,6.724E-3,1.000,0.000,1.250,1.250,1.250,1.061E-6,951.1E-9,900.9E-9,51.02E-3,97.55E-3,98.85E-3,99.44E-3,99.44E-3,16.08E-3
138.7E-9,100.0E-3,6.530E-3,1.000,0.000,1.250,1.250,1.250,1.057E-6,949.1E-9,899.9E-9,41.94E-3,97.60E-3,98.88E-3,99.46E-3,99.46E-3,15.67E-3
139.6E-9,100.0E-3,6.428E-3,1.000,0.000,1.250,1.250,1.250,1.055E-6,948.1E-9,899.3E-9,37.72E-3,97.63E-3,98.89E-3,99.46E-3,99.46E-3,15.45E-3
141.4E-9,100.0E-3,6.227E-3,1.000,0.000,1.250,1.250,1.250,1.050E-6,946.0E-9,898.3E-9,30.50E-3,97.69E-3,98.92E-3,99.48E-3,99.48E-3,15.02E-3
142.4E-9,100.0E-3,6.117E-3,1.000,0.000,1.250,1.250,1.250,1.048E-6,944.9E-9,897.7E-9,27.07E-3,97.72E-3,98.94E-3,99.48E-3,99.48E-3,14.78E-3
143.6E-9,100.0E-3,5.989E-3,1.000,0.000,1.250,1.250,1.250,1.045E-6,943.5E-9,897.0E-9,23.54E-3,97.76E-3,98.95E-3,99.49E-3,99.49E-3,14.51E-3
144.8E-9,100.0E-3,5.869E-3,1.000,0.000,1.250,1.250,1.250,1.043E-6,942.2E-9,896.4E-9,20.56E-3,97.80E-3,98.97E-3,99.50E-3,99.50E-3,14.25E-3
146.0E-9,100.0E-3,5.740E-3,1.000,0.000,1.250,1.250,1.250,1.040E-6,940.9E-9,895.7E-9,17.76E-3,97.84E-3,98.99E-3,99.51E-3,99.51E-3,13.97E-3
147.3E-9,100.0E-3,5.607E-3,1.000,0.000,1.250,1.250,1.250,1.037E-6,939.5E-9,895.0E-9,15.22E-3,97.88E-3,99.01E-3,99.52E-3,99.52E-3,13.68E-3
148.7E-9,100.0E-3,5.467E-3,1.000,0.000,1.250,1.250,1.250,1.034E-6,938.0E-9,894.2E-9,12.89E-3,97.92E-3,99.03E-3,99.53E-3,99.53E-3,13.38E-3
150.3E-9,100.0E-3,5.320E-3,1.000,0.000,1.250,1.250,1.250,1.030E-6,936.3E-9,893.4E-9,10.77E-3,97.96E-3,99.05E-3,99.54E-3,99.54E-3,13.06E-3
151.9E-9,100.0E-3,5.164E-3,1.000,0.000,1.250,1.250,1.250,1.027E-6,934.6E-9,892.6E-9,8.867E-3,98.01E-3,99.07E-3,99.55E-3,99.55E-3,12.71E-3
153.8E-9,100.0E-3,4.997E-3,1.000,0.000,1.250,1.250,1.250,1.023E-6,932.8E-9,891.6E-9,7.164E-3,98.06E-3,99.10E-3,99.56E-3,99.56E-3,12.35E-3
155.8E-9,100.0E-3,4.817E-3,1.000,0.000,1.250,1.250,1.250,1.018E-6,930.7E-9,890.6E-9,5.658E-3,98.12E-3,99.12E-3,99.58E-3,99.58E-3,11.95E-3
157.6E-9,100.0E-3,4.663E-3,1.000,0.000,1.250,1.250,1.250,1.015E-6,929.0E-9,889.8E-9,4.600E-3,98.17E-3,99.15E-3,99.59E-3,99.59E-3,11.61E-3
161.2E-9,100.0E-3,4.368E-3,1.000,0.000,1.250,1.250,1.250,1.008E-6,925.6E-9,888.1E-9,3.043E-3,98.26E-3,99.19E-3,99.61E-3,99.61E-3,10.95E-3
163.8E-9,100.0E-3,4.168E-3,1.000,0.000,1.250,1.250,1.250,1.003E-6,923.2E-9,886.9E-9,2.285E-3,98.33E-3,99.22E-3,99.62E-3,99.62E-3,10.50E-3
166.3E-9,100.0E-3,3.986E-3,1.000,0.000,1.250,1.250,1.250,997.9E-9,921.0E-9,885.8E-9,1.760E-3,98.39E-3,99.25E-3,99.64E-3,99.64E-3,10.09E-3
169.2E-9,100.0E-3,3.777E-3,1.000,0.000,1.250,1.250,1.250,992.5E-9,918.4E-9,884.5E-9,1.307E-3,98.46E-3,99.28E-3,99.65E-3,99.65E-3,9.620E-3
172.6E-9,100.0E-3,3.552E-3,1.000,0.000,1.250,1.250,1.250,986.5E-9,915.5E-9,883.1E-9,955.8E-6,98.53E-3,99.32E-3,99.67E-3,99.67E-3,9.106E-3
176.4E-9,100.0E-3,3.308E-3,1.000,0.000,1.250,1.250,1.250,979.8E-9,912.3E-9,881.6E-9,694.2E-6,98.61E-3,99.36E-3,99.69E-3,99.69E-3,8.545E-3
181.1E-9,100.0E-3,3.033E-3,1.000,0.000,1.250,1.250,1.250,972.1E-9,908.7E-9,879.8E-9,506.6E-6,98.71E-3,99.40E-3,99.71E-3,99.71E-3,7.910E-3
186.3E-9,100.0E-3,2.754E-3,1.000,0.000,1.250,1.250,1.250,964.0E-9,904.8E-9,877.9E-9,394.6E-6,98.81E-3,99.45E-3,99.73E-3,99.73E-3,7.255E-3
191.8E-9,100.0E-3,2.485E-3,1.000,0.000,1.250,1.250,1.250,955.8E-9,900.9E-9,876.0E-9,336.8E-6,98.90E-3,99.49E-3,99.75E-3,99.75E-3,6.621E-3
197.5E-9,100.0E-3,2.229E-3,1.000,0.000,1.250,1.250,1.250,947.9E-9,897.1E-9,874.2E-9,309.9E-6,99.00E-3,99.53E-3,99.77E-3,99.77E-3,6.012E-3
203.4E-9,100.0E-3,1.988E-3,1.000,0.000,1.250,1.250,1.250,940.1E-9,893.5E-9,872.4E-9,298.8E-6,99.09E-3,99.58E-3,99.80E-3,99.80E-3,5.433E-3
209.6E-9,100.0E-3,1.763E-3,1.000,0.000,1.250,1.250,1.250,932.6E-9,889.9E-9,870.7E-9,295.2E-6,99.17E-3,99.62E-3,99.81E-3,99.81E-3,4.887E-3
216.0E-9,100.0E-3,1.553E-3,1.000,0.000,1.250,1.250,1.250,925.4E-9,886.5E-9,869.0E-9,294.4E-6,99.25E-3,99.65E-3,99.83E-3,99.83E-3,4.374E-3
222.7E-9,100.0E-3,1.359E-3,1.000,0.000,1.250,1.250,1.250,918.5E-9,883.3E-9,867.5E-9,294.6E-6,99.33E-3,99.69E-3,99.85E-3,99.85E-3,3.893E-3
229.7E-9,100.0E-3,1.178E-3,1.000,0.000,1.250,1.250,1.250,911.9E-9,880.2E-9,866.0E-9,294.9E-6,99.40E-3,99.72E-3,99.87E-3,99.87E-3,3.445E-3
236.9E-9,100.0E-3,1.012E-3,1.000,0.000,1.250,1.250,1.250,905.7E-9,877.3E-9,864.6E-9,295.2E-6,99.46E-3,99.75E-3,99.88E-3,99.88E-3,3.027E-3
244.6E-9,100.0E-3,859.0E-6,1.000,0.000,1.250,1.250,1.250,899.9E-9,874.6E-9,863.2E-9,295.3E-6,99.53E-3,99.78E-3,99.89E-3,99.89E-3,2.639E-3
252.5E-9,100.0E-3,718.7E-6,1.000,0.000,1.250,1.250,1.250,894.3E-9,872.0E-9,862.0E-9,295.4E-6,99.58E-3,99.81E-3,99.91E-3,99.91E-3,2.280E-3
261.0E-9,100.0E-3,590.8E-6,1.000,0.000,1.250,1.250,1.250,889.2E-9,869.6E-9,860.8E-9,295.4E-6,99.64E-3,99.83E-3,99.92E-3,99.92E-3,1.950E-3
269.9E-9,100.0E-3,474.7E-6,1.000,0.000,1.250,1.250,1.250,884.4E-9,867.4E-9,859.8E-9,295.4E-6,99.69E-3,99.86E-3,99.93E-3,99.93E-3,1.647E-3
279.3E-9,100.0E-3,370.2E-6,1.000,0.000,1.250,1.250,1.250,880.0E-9,865.3E-9,858.8E-9,295.3E-6,99.73E-3,99.88E-3,99.94E-3,99.94E-3,1.371E-3
289.4E-9,100.0E-3,276.9E-6,1.000,0.000,1.250,1.250,1.250,875.9E-9,863.4E-9,857.8E-9,295.3E-6,99.77E-3,99.90E-3,99.95E-3,99.95E-3,1.122E-3
300.2E-9,100.0E-3,194.5E-6,1.000,0.000,1.250,1.250,1.250,872.2E-9,861.7E-9,857.0E-9,295.3E-6,99.81E-3,99.91E-3,99.96E-3,99.96E-3,897.2E-6
311.8E-9,100.0E-3,122.7E-6,1.000,0.000,1.250,1.250,1.250,868.8E-9,860.1E-9,856.3E-9,295.3E-6,99.85E-3,99.93E-3,99.97E-3,99.97E-3,697.8E-6
324.4E-9,100.0E-3,61.29E-6,1.000,0.000,1.250,1.250,1.250,865.8E-9,858.8E-9,855.6E-9,295.3E-6,99.88E-3,99.94E-3,99.97E-3,99.97E-3,522.6E-6
338.1E-9,100.0E-3,9.960E-6,1.000,0.000,1.250,1.250,1.250,863.2E-9,857.5E-9,855.0E-9,295.3E-6,99.90E-3,99.96E-3,99.98E-3,99.98E-3,371.1E-6
353.2E-9,100.0E-3,-31.52E-6,1.000,0.000,1.250,1.250,1.250,860.8E-9,856.4E-9,854.5E-9,295.3E-6,99.93E-3,99.97E-3,99.98E-3,99.98E-3,242.5E-6
369.9E-9,100.0E-3,-63.22E-6,1.000,0.000,1.250,1.250,1.250,858.8E-9,855.5E-9,854.0E-9,295.3E-6,99.95E-3,99.98E-3,99.99E-3,99.99E-3,136.4E-6
385.0E-9,100.0E-3,-81.77E-6,1.000,0.000,1.250,1.250,1.250,857.5E-9,854.9E-9,853.7E-9,295.2E-6,99.96E-3,99.98E-3,99.99E-3,99.99E-3,66.62E-6
400.0E-9,100.0E-3,-93.12E-6,1.000,0.000,1.250,1.250,1.250,856.4E-9,854.4E-9,853.5E-9,295.2E-6,99.97E-3,99.99E-3,99.99E-3,99.99E-3,15.56E-6
400.3E-9,100.0E-3,-94.81E-6,996.9E-3,0.000,1.250,1.250,1.250,853.5E-9,851.4E-9,850.5E-9,-1.774E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,12.77E-6
400.9E-9,100.0E-3,-96.32E-6,990.6E-3,0.000,1.250,1.250,1.250,852.1E-9,850.1E-9,849.2E-9,-5.685E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,9.636E-6
402.2E-9,100.0E-3,-97.51E-6,978.1E-3,0.000,1.250,1.250,1.250,852.8E-9,850.9E-9,850.2E-9,-12.58E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,5.902E-6
403.2E-9,100.0E-3,-98.18E-6,968.4E-3,0.000,1.250,1.250,1.250,853.5E-9,851.8E-9,851.2E-9,-17.25E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,3.407E-6
404.4E-9,100.0E-3,-99.07E-6,956.0E-3,0.000,1.250,1.250,1.250,854.1E-9,852.5E-9,852.0E-9,-22.44E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,192.9E-9
405.4E-9,100.0E-3,-99.77E-6,946.5E-3,0.000,1.250,1.250,1.250,854.4E-9,852.9E-9,852.4E-9,-25.90E-3,99.97E-3,99.98E-3,99.99E-3,99.99E-3,-2.244E-6
407.3E-9,100.0E-3,-101.1E-6,927.5E-3,0.000,1.250,1.250,1.250,854.8E-9,853.3E-9,852.8E-9,-31.76E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-6.964E-6
408.4E-9,100.0E-3,-101.9E-6,915.7E-3,0.000,1.250,1.250,1.250,854.9E-9,853.5E-9,853.0E-9,-34.78E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-9.775E-6
409.9E-9,100.0E-3,-102.8E-6,901.1E-3,0.000,1.250,1.250,1.250,855.0E-9,853.6E-9,853.1E-9,-38.00E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-13.16E-6
411.6E-9,100.0E-3,-103.7E-6,884.4E-3,0.000,1.250,1.250,1.250,855.0E-9,853.7E-9,853.1E-9,-41.06E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-16.87E-6
413.9E-9,100.0E-3,-104.9E-6,861.4E-3,0.000,1.250,1.250,1.250,854.9E-9,853.7E-9,853.1E-9,-44.36E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-21.72E-6
415.9E-9,100.0E-3,-105.9E-6,841.3E-3,0.000,1.250,1.250,1.250,854.8E-9,853.6E-9,853.1E-9,-46.46E-3,99.97E-3,99.99E-3,99.99E-3,99.99E-3,-25.71E-6
418.6E-9,100.0E-3,-107.0E-6,814.2E-3,0.000,1.250,1.250,1.250,854.6E-9,853.5E-9,853.0E-9,-48.18E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-30.76E-6
422.9E-9,100.0E-3,-108.6E-6,770.6E-3,0.000,1.250,1.250,1.250,854.3E-9,853.3E-9,852.9E-9,-48.08E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-38.14E-6
427.9E-9,100.0E-3,-109.9E-6,721.0E-3,0.000,1.250,1.250,1.250,853.8E-9,853.0E-9,852.7E-9,-42.85E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-45.54E-6
431.8E-9,100.0E-3,-110.8E-6,682.3E-3,0.000,1.250,1.250,1.250,853.3E-9,852.7E-9,852.5E-9,-34.25E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-50.67E-6
435.1E-9,100.0E-3,-111.4E-6,648.7E-3,0.000,1.250,1.250,1.250,852.8E-9,852.4E-9,852.3E-9,-22.82E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-54.76E-6
438.3E-9,100.0E-3,-111.8E-6,616.6E-3,0.000,1.250,1.250,1.250,852.3E-9,852.1E-9,852.1E-9,-7.509E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-58.36E-6
439.6E-9,100.0E-3,-111.9E-6,604.5E-3,0.000,1.250,1.250,1.250,852.2E-9,852.0E-9,852.0E-9,-395.2E-6,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-59.60E-6
440.4E-9,100.0E-3,-112.0E-6,596.2E-3,0.000,1.250,1.250,1.250,852.1E-9,851.9E-9,852.0E-9,4.967E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-60.44E-6
442.0E-9,100.0E-3,-112.1E-6,579.6E-3,0.000,1.250,1.250,1.250,852.0E-9,851.9E-9,852.1E-9,17.56E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-61.95E-6
442.5E-9,100.0E-3,-112.1E-6,574.8E-3,0.000,1.250,1.250,1.250,852.0E-9,851.9E-9,852.2E-9,21.80E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-62.33E-6
443.5E-9,100.0E-3,-112.0E-6,565.2E-3,0.000,1.250,1.250,1.250,852.1E-9,852.1E-9,852.4E-9,31.38E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-62.98E-6
445.4E-9,100.0E-3,-111.5E-6,546.0E-3,0.000,1.250,1.250,1.250,853.1E-9,853.2E-9,853.7E-9,57.74E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-63.54E-6
447.0E-9,100.0E-3,-110.3E-6,530.3E-3,0.000,1.250,1.250,1.250,855.3E-9,855.6E-9,856.4E-9,92.00E-3,99.98E-3,99.99E-3,99.99E-3,99.99E-3,-62.47E-6
448.2E-9,100.0E-3,-109.1E-6,518.2E-3,0.000,1.250,1.250,1.250,857.4E-9,857.9E-9,859.0E-9,127.3E-3,99.98E-3,99.99E-3,100.0E-3,100.0E-3,-60.89E-6
449.8E-9,100.0E-3,-107.7E-6,501.6E-3,0.000,1.250,1.250,1.250,859.6E-9,860.4E-9,861.7E-9,186.0E-3,99.98E-3,100.0E-3,100.0E-3,100.0E-3,-58.57E-6
451.5E-9,100.0E-3,-106.5E-6,485.4E-3,0.000,1.250,1.250,1.250,861.2E-9,862.1E-9,863.7E-9,253.5E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-56.10E-6
452.5E-9,100.0E-3,-105.7E-6,474.7E-3,0.000,1.250,1.250,1.250,862.2E-9,863.2E-9,865.0E-9,303.6E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.25E-6
453.9E-9,100.0E-3,-104.7E-6,461.2E-3,0.000,1.250,1.250,1.250,863.1E-9,864.2E-9,866.1E-9,370.8E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-51.86E-6
454.7E-9,100.0E-3,-104.6E-6,453.2E-3,0.000,1.250,1.250,1.250,862.6E-9,863.7E-9,865.6E-9,409.0E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-51.11E-6
455.5E-9,100.0E-3,-105.1E-6,445.4E-3,0.000,1.250,1.250,1.250,860.7E-9,861.8E-9,863.6E-9,442.2E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-51.38E-6
456.2E-9,100.0E-3,-105.8E-6,437.6E-3,0.000,1.250,1.250,1.250,858.2E-9,859.2E-9,860.9E-9,470.1E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-52.33E-6
456.9E-9,100.0E-3,-106.4E-6,431.3E-3,0.000,1.250,1.250,1.250,856.4E-9,857.2E-9,858.7E-9,490.7E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-53.21E-6
457.6E-9,100.0E-3,-106.8E-6,423.6E-3,0.000,1.250,1.250,1.250,854.7E-9,855.5E-9,856.8E-9,514.4E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.11E-6
458.6E-9,100.0E-3,-106.8E-6,414.1E-3,0.000,1.250,1.250,1.250,853.5E-9,854.2E-9,855.3E-9,542.4E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.78E-6
459.7E-9,100.0E-3,-106.5E-6,403.1E-3,0.000,1.250,1.250,1.250,853.2E-9,853.8E-9,854.8E-9,574.1E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.98E-6
461.1E-9,100.0E-3,-105.5E-6,389.2E-3,0.000,1.250,1.250,1.250,853.8E-9,854.3E-9,855.2E-9,615.1E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-54.51E-6
462.9E-9,100.0E-3,-103.8E-6,370.9E-3,0.000,1.250,1.250,1.250,855.4E-9,855.9E-9,856.8E-9,670.2E-3,99.99E-3,100.0E-3,100.0E-3,100.0E-3,-52.97E-6
464.0E-9,100.0E-3,-102.7E-6,359.7E-3,0.000,1.250,1.250,1.250,856.6E-9,857.1E-9,858.0E-9,704.9E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-51.62E-6
465.4E-9,100.0E-3,-101.3E-6,345.9E-3,0.000,1.250,1.250,1.250,858.0E-9,858.6E-9,859.5E-9,748.5E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-49.71E-6
466.0E-9,100.0E-3,-100.7E-6,339.7E-3,0.000,1.250,1.250,1.250,858.6E-9,859.1E-9,860.1E-9,768.0E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-48.79E-6
466.7E-9,100.0E-3,-99.96E-6,333.3E-3,0.000,1.250,1.250,1.250,859.3E-9,859.8E-9,860.9E-9,789.0E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-47.71E-6
466.8E-9,100.0E-3,-99.81E-6,331.8E-3,0.000,1.250,1.250,1.250,859.4E-9,860.0E-9,861.0E-9,793.6E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-47.46E-6
467.0E-9,100.0E-3,-99.61E-6,330.1E-3,0.000,1.250,1.250,1.250,859.6E-9,860.2E-9,861.2E-9,799.3E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-47.15E-6
467.2E-9,100.0E-3,-99.42E-6,328.5E-3,0.000,1.250,1.250,1.250,859.8E-9,860.4E-9,861.5E-9,804.8E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-46.84E-6
467.3E-9,100.0E-3,-99.25E-6,326.9E-3,0.000,1.250,1.250,1.250,860.0E-9,860.6E-9,861.6E-9,809.9E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-46.55E-6
467.6E-9,100.0E-3,-98.93E-6,323.9E-3,0.000,1.250,1.250,1.250,860.2E-9,860.8E-9,861.9E-9,820.0E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-46.00E-6
467.9E-9,100.0E-3,-98.66E-6,321.0E-3,0.000,1.250,1.250,1.250,860.4E-9,861.0E-9,862.1E-9,829.3E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-45.53E-6
468.1E-9,100.0E-3,-98.48E-6,318.9E-3,0.000,1.250,1.250,1.250,860.5E-9,861.1E-9,862.2E-9,836.1E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-45.20E-6
468.3E-9,100.0E-3,-98.35E-6,317.0E-3,0.000,1.250,1.250,1.250,860.5E-9,861.1E-9,862.2E-9,841.9E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.95E-6
468.4E-9,100.0E-3,-98.27E-6,315.6E-3,0.000,1.250,1.250,1.250,860.5E-9,861.1E-9,862.2E-9,846.1E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.80E-6
468.5E-9,100.0E-3,-98.23E-6,314.6E-3,0.000,1.250,1.250,1.250,860.4E-9,861.0E-9,862.1E-9,849.2E-3,100.0E-3,100.0E-3,100.0E-3,100.0E-3,-44.71E-6
